id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2023-1352216;2023-07-27;1;Vente;445000.0;6.0;;RUE DE LANGEAC;5319;75015.0;75115;Paris 15e Arrondissement;75;;;75115000BH0027;;;13;45.15;;;;;;;;;1;2.0;Appartement;38.0;2.0;;;;;;2.29182;48.835752
2023-1352216;2023-07-27;1;Vente;445000.0;6.0;;RUE DE LANGEAC;5319;75015.0;75115;Paris 15e Arrondissement;75;;;75115000BH0027;;;13;45.15;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.29182;48.835752
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;5;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;127;;32;;;;;;;;2;2.0;Appartement;145.0;5.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;114;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;2.0;Appartement;280.0;10.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;115;;55;;60.0;;62.0;;;;4;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;129;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;151;;21;;22.0;;23.0;;24.0;;19;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;12;;48;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;13;;71;;72.0;;;;;;3;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352217;2023-07-17;1;Vente;22200000.0;191.0;;BD SAINT GERMAIN;8619;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AE0076;;;127;;32;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.328412;48.854642
2023-1352218;2023-08-01;1;Vente;250980.0;241.0;;RUE DU FBG ST ANTOINE;3514;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CS0006;;;8;22.75;;;;;;;;;1;2.0;Appartement;23.0;1.0;;;;;;2.385137;48.850208
2023-1352219;2023-07-20;1;Vente;269000.0;20.0;;AV JEAN AICARD;4845;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AV0006;;;31;26.75;;;;;;;;;1;2.0;Appartement;27.0;1.0;;;;;;2.381267;48.865926
2023-1352220;2023-07-28;1;Vente;190000.0;95.0;;AV DE LA REPUBLIQUE;8158;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AW0009;;;33;18.38;34;;35.0;;;;;;3;3.0;Dépendance;;0.0;;;;;;2.382896;48.863975
2023-1352220;2023-07-28;1;Vente;190000.0;95.0;;AV DE LA REPUBLIQUE;8158;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AW0009;;;33;18.38;34;;35.0;;;;;;3;2.0;Appartement;20.0;1.0;;;;;;2.382896;48.863975
2023-1352221;2023-07-24;1;Vente;283000.0;3.0;;RUE XAINTRAILLES;9973;75013.0;75113;Paris 13e Arrondissement;75;;;75113000BH0014;;;192;;193;30.1;;;;;;;2;2.0;Appartement;30.0;1.0;;;;;;2.370599;48.829352
2023-1352222;2023-07-12;1;Vente;580000.0;47.0;;RUE DE BOURGOGNE;1202;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AY0038;;;106;44.11;120;;;;;;;;2;2.0;Appartement;42.0;2.0;;;;;;2.317473;48.856592
2023-1352223;2023-07-26;1;Vente;440900.0;19.0;;RUE HIPPOLYTE MAINDRON;4634;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CO0107;;;4;40.08;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.322635;48.832357
2023-1352223;2023-07-26;1;Vente;440900.0;19.0;;RUE HIPPOLYTE MAINDRON;4634;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CO0107;;;4;40.08;;;;;;;;;1;2.0;Appartement;42.0;1.0;;;;;;2.322635;48.832357
2023-1352224;2023-07-24;1;Vente;310000.0;84.0;;RUE DU FAUBOURG DU TEMPLE;3508;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AD0023;;;123;30.38;92;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.373559;48.870458
2023-1352224;2023-07-24;1;Vente;310000.0;84.0;;RUE DU FAUBOURG DU TEMPLE;3508;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AD0023;;;123;30.38;92;;;;;;;;2;2.0;Appartement;31.0;2.0;;;;;;2.373559;48.870458
2023-1352225;2023-08-03;1;Vente;970000.0;104.0;;BD ARAGO;0402;75014.0;75114;Paris 14e Arrondissement;75;;;75114000AP0015;;;171;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.334065;48.835127
2023-1352225;2023-08-03;1;Vente;970000.0;104.0;;BD ARAGO;0402;75014.0;75114;Paris 14e Arrondissement;75;;;75114000AP0015;;;24;;59;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.334065;48.835127
2023-1352225;2023-08-03;1;Vente;970000.0;104.0;;BD ARAGO;0402;75014.0;75114;Paris 14e Arrondissement;75;;;75114000AP0015;;;24;;59;;;;;;;;2;2.0;Appartement;110.0;4.0;;;;;;2.334065;48.835127
2023-1352225;2023-08-03;1;Vente;970000.0;104.0;;BD ARAGO;0402;75014.0;75114;Paris 14e Arrondissement;75;;;75114000AP0015;;;172;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.334065;48.835127
2023-1352226;2023-08-03;1;Vente;600000.0;33.0;;CITE INDUSTRIELLE;4711;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BL0047;;;2;49.78;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;55.0;0.0;;;;;;2.380123;48.85943
2023-1352227;2023-07-27;1;Vente;852300.0;121.0;;BD EXELMANS;3465;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AZ0011;;;21;70.24;9;;;;;;;;2;2.0;Appartement;69.0;3.0;;;;;;2.258409;48.846475
2023-1352227;2023-07-27;1;Vente;852300.0;121.0;;BD EXELMANS;3465;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AZ0011;;;21;70.24;9;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.258409;48.846475
2023-1352228;2023-07-25;1;Vente;365000.0;41.0;;RUE DES ARTISTES;0484;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BM0074;;;11;;8;33.63;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.334795;48.825897
2023-1352228;2023-07-25;1;Vente;365000.0;41.0;;RUE DES ARTISTES;0484;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BM0074;;;11;;8;33.63;;;;;;;2;2.0;Appartement;34.0;2.0;;;;;;2.334795;48.825897
2023-1352229;2023-07-25;1;Vente;777300.0;151.0;;RUE OBERKAMPF;6858;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AI0042;;;1230;71.15;1279;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.381355;48.867322
2023-1352229;2023-07-25;1;Vente;777300.0;151.0;;RUE OBERKAMPF;6858;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AI0042;;;1230;71.15;1279;;;;;;;;2;2.0;Appartement;69.0;3.0;;;;;;2.381355;48.867322
2023-1352230;2023-07-20;1;Vente;20000.0;151.0;;RUE OBERKAMPF;6858;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AI0042;;;7088;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.381355;48.867322
2023-1352231;2023-07-24;1;Vente;514640.0;108.0;;RUE SAINT MAUR;8699;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AK0047;;;1137;;1648;50.52;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.377029;48.866852
2023-1352231;2023-07-24;1;Vente;514640.0;108.0;;RUE SAINT MAUR;8699;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AK0047;;;1137;;1648;50.52;;;;;;;2;2.0;Appartement;52.0;2.0;;;;;;2.377029;48.866852
2023-1352232;2023-07-21;1;Vente;700000.0;25.0;;AV PIERRE 1ER SERBIE;7471;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FP0030;;;46;53.0;;;;;;;;;1;2.0;Appartement;53.0;3.0;;;;;;2.297539;48.866982
2023-1352233;2023-07-28;1;Vente;2765400.0;18.0;;RUE GALILEE;3923;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FM0056;;;8;;;;;;;;;;1;2.0;Appartement;215.0;3.0;;;;;;2.292365;48.867842
2023-1352233;2023-07-28;1;Vente;2765400.0;18.0;;RUE GALILEE;3923;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FM0056;;;8;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.292365;48.867842
2023-1352234;2023-07-24;1;Vente;190800.0;7.0;;RUE DE PATAY;7098;75013.0;75113;Paris 13e Arrondissement;75;;;75113000CO0062;;;48;27.9;63;;;;;;;;2;2.0;Appartement;27.0;1.0;;;;;;2.375751;48.824511
2023-1352235;2023-07-20;1;Vente;2800000.0;92.0;;AV DE SUFFREN;9114;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DE0065;;;102;;132;;;;;;;;2;2.0;Appartement;134.0;5.0;;;;;;2.301407;48.850496
2023-1352235;2023-07-20;1;Vente;2800000.0;92.0;;AV DE SUFFREN;9114;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DE0065;;;102;;132;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.301407;48.850496
2023-1352235;2023-07-20;1;Vente;2800000.0;54.0;;AV DE LA MOTTE PICQUET;5308;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DH0089;;;486;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.299396;48.850646
2023-1352236;2023-08-02;1;Vente;14000.0;39.0;;BD SUCHET;9107;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CP0003;;;210;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.264875;48.856447
2023-1352237;2023-07-19;1;Vente;359000.0;41.0;;RUE SEDAINE;8901;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BI0061;;;52;;;;;;;;;;1;2.0;Appartement;34.0;2.0;;;;;;2.374312;48.857214
2023-1352238;2023-07-24;1;Vente;6143400.0;86.0;;RUE NOTRE-DAME DES CHAMPS;6838;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AR0085;;;20;;25;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.332513;48.841485
2023-1352238;2023-07-24;1;Vente;6143400.0;86.0;;RUE NOTRE-DAME DES CHAMPS;6838;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AR0085;;;2;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.332513;48.841485
2023-1352238;2023-07-24;1;Vente;6143400.0;86.0;;RUE NOTRE-DAME DES CHAMPS;6838;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AR0085;;;20;;25;;;;;;;;2;2.0;Appartement;164.0;3.0;;;;;;2.332513;48.841485
2023-1352238;2023-07-24;1;Vente;6143400.0;86.0;;RUE NOTRE-DAME DES CHAMPS;6838;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AR0085;;;20;;25;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.332513;48.841485
2023-1352239;2023-08-04;1;Vente;368290.0;30.0;;BD DE L HOPITAL;4649;75005.0;75105;Paris 5e Arrondissement;75;;;75105000AQ0037;;;37;;9;35.42;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.362032;48.84104
2023-1352239;2023-08-04;1;Vente;368290.0;30.0;;BD DE L HOPITAL;4649;75005.0;75105;Paris 5e Arrondissement;75;;;75105000AQ0037;;;37;;9;35.42;;;;;;;2;2.0;Appartement;27.0;1.0;;;;;;2.362032;48.84104
2023-1352240;2023-07-20;1;Vente;31000.0;4.0;;RUE LYAUTEY;5864;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CH0022;;;68;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.281861;48.856871
2023-1352241;2023-08-03;1;Vente;480000.0;24.0;;BD SAINT MARCEL;8690;75005.0;75105;Paris 5e Arrondissement;75;;;75105000AR0047;;;114;;122;46.02;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.359429;48.839557
2023-1352241;2023-08-03;1;Vente;480000.0;24.0;;BD SAINT MARCEL;8690;75005.0;75105;Paris 5e Arrondissement;75;;;75105000AR0047;;;114;;122;46.02;;;;;;;2;2.0;Appartement;47.0;3.0;;;;;;2.359429;48.839557
2023-1352242;2023-07-28;1;Vente;3090000.0;66.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BH0072;;;29;159.07;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.331174;48.852116
2023-1352242;2023-07-28;1;Vente;3090000.0;66.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BH0072;;;29;159.07;;;;;;;;;1;2.0;Appartement;148.0;6.0;;;;;;2.331174;48.852116
2023-1352242;2023-07-28;1;Vente;3090000.0;66.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BH0072;;;32;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;5.0;0.0;;;;;;2.331174;48.852116
2023-1352242;2023-07-28;1;Vente;3090000.0;66.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BH0072;;;31;9.53;80;;;;;;;;2;4.0;Local industriel. commercial ou assimilé;8.0;0.0;;;;;;2.331174;48.852116
2023-1352243;2023-07-31;1;Vente;430000.0;116.0;;BD RASPAIL;8045;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AW0051;;;62;;;;;;;;;;1;2.0;Appartement;20.0;1.0;;;;;;2.328428;48.844449
2023-1352244;2023-07-12;1;Vente;147000.0;12.0;;RUE DU RENDEZ VOUS;8137;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AB0041;;;22;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.404705;48.845375
2023-1352244;2023-07-12;1;Vente;147000.0;12.0;;RUE DU RENDEZ VOUS;8137;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AB0041;;;22;;;;;;;;;;1;2.0;Appartement;20.0;1.0;;;;;;2.404705;48.845375
2023-1352245;2023-07-27;1;Vente;535000.0;247.0;;RUE DE VAUGIRARD;9624;75015.0;75115;Paris 15e Arrondissement;75;;;75115000AB0044;;;21;;210;53.52;;;;;;;2;2.0;Appartement;52.0;2.0;;;;;;2.304863;48.840222
2023-1352245;2023-07-27;1;Vente;535000.0;247.0;;RUE DE VAUGIRARD;9624;75015.0;75115;Paris 15e Arrondissement;75;;;75115000AB0044;;;21;;210;53.52;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.304863;48.840222
2023-1352246;2023-07-27;1;Vente;45000.0;25.0;;AV PAUL DOUMER;7149;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DS0010;;;3;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.2838;48.860914
2023-1352247;2023-07-31;1;Vente;350710.0;18.0;;RUE DE LA FORGE ROYALE;3737;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CV0079;;;184;;185;;;;;;;;2;2.0;Appartement;30.0;2.0;;;;;;2.380883;48.851623
2023-1352248;2023-07-26;1;Vente;590000.0;10.0;;RUE DU LOING;5730;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BU0075;;;25;;9;57.0;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.329727;48.827192
2023-1352248;2023-07-26;1;Vente;590000.0;10.0;;RUE DU LOING;5730;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BU0075;;;25;;9;57.0;;;;;;;2;2.0;Appartement;50.0;2.0;;;;;;2.329727;48.827192
2023-1352249;2023-08-04;1;Vente;179285.0;17.0;;RUE CHAUVELOT;1957;75015.0;75115;Paris 15e Arrondissement;75;;;75115000AR0036;;;20;21.86;;;;;;;;;1;2.0;Appartement;20.0;1.0;;;;;;2.30319;48.828761
2023-1352250;2023-07-21;1;Vente;521750.0;27.0;;RUE DES PLANTES;7518;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CI0002;;;44;48.41;55;;;;;;;;2;2.0;Appartement;49.0;3.0;;;;;;2.323166;48.829593
2023-1352250;2023-07-21;1;Vente;521750.0;27.0;;RUE DES PLANTES;7518;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CI0002;;;44;48.41;55;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.323166;48.829593
2023-1352251;2023-07-13;1;Vente;122200.0;24.0;;RUE GEORGE SAND;4116;75016.0;75116;Paris 16e Arrondissement;75;;;75116000BW0039;;;55;13.29;56;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.268382;48.850001
2023-1352252;2023-07-19;1;Vente;590000.0;33.0;;AV VICTOR HUGO;9761;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FF0006;;;64;48.62;;;;;;;;;1;2.0;Appartement;47.0;2.0;;;;;;2.29057;48.871565
2023-1352253;2023-08-04;1;Vente;1500000.0;15.0;;RUE MADAME;5886;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AI0002;;;32;;5;86.17;;;;;;;2;2.0;Appartement;86.0;4.0;;;;;;2.332153;48.850988
2023-1352253;2023-08-04;1;Vente;1500000.0;15.0;;RUE MADAME;5886;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AI0002;;;32;;5;86.17;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.332153;48.850988
2023-1352254;2023-07-25;1;Vente;40000.0;53.0;;RUE SCHEFFER;8872;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DJ0084;;;64;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.280171;48.862869
2023-1352255;2023-08-03;1;Vente;475000.0;14.0;;RUE MONSIEUR LE PRINCE;6444;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AG0135;;;5;25.42;;;;;;;;;1;2.0;Appartement;25.0;1.0;;;;;;2.339504;48.850444
2023-1352256;2023-08-01;1;Vente;5000.0;34.0;;BD VOLTAIRE;9907;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AO0081;;;78;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.369159;48.86399
2023-1352256;2023-08-01;1;Vente;5000.0;34.0;;BD VOLTAIRE;9907;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AO0081;;;79;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.369159;48.86399
2023-1352257;2023-07-18;1;Vente;850000.0;89.0;;RUE DU RANELAGH;8029;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CL0010;;;17;;6;74.65;;;;;;;2;2.0;Appartement;73.0;4.0;;;;;;2.270507;48.855271
2023-1352257;2023-07-18;1;Vente;850000.0;89.0;;RUE DU RANELAGH;8029;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CL0010;;;17;;6;74.65;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.270507;48.855271
2023-1352258;2023-07-04;1;Vente;3700000.0;16.0;;PAS CHARLES DALLERY;1817;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BX0010;;;101;369.41;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;20.0;0.0;;;;;;2.378538;48.854607
2023-1352259;2023-07-13;2;Vente;7000.0;8.0;;RUE DU COLONEL COMBES;2201;75007.0;75107;Paris 7e Arrondissement;75;;;75107000CM0004;;;49;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.305834;48.86186
2023-1352259;2023-07-13;2;Vente;7000.0;8.0;;RUE DU COLONEL COMBES;2201;75007.0;75107;Paris 7e Arrondissement;75;;;75107000CM0004;;;49;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.305834;48.86186
2023-1352259;2023-07-13;2;Vente;7000.0;8.0;;RUE DU COLONEL COMBES;2201;75007.0;75107;Paris 7e Arrondissement;75;;;75107000CM0004;;;49;;;;;;;;;;1;2.0;Appartement;140.0;3.0;;;;;;2.305834;48.86186
2023-1352260;2023-07-31;1;Vente;580000.0;110.0;;AV DU GAL MICHEL BIZOT;4075;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AS0041;;;123;;176;61.36;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.404539;48.838961
2023-1352260;2023-07-31;1;Vente;580000.0;110.0;;AV DU GAL MICHEL BIZOT;4075;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AS0041;;;56;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.404539;48.838961
2023-1352260;2023-07-31;1;Vente;580000.0;110.0;;AV DU GAL MICHEL BIZOT;4075;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AS0041;;;123;;176;61.36;;;;;;;2;2.0;Appartement;66.0;3.0;;;;;;2.404539;48.838961
2023-1352261;2023-08-03;1;Vente;190000.0;78.0;;RUE DE LA ROQUETTE;8358;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BY0001;;;4;23.37;;;;;;;;;1;2.0;Appartement;22.0;1.0;;;;;;2.375806;48.855852
2023-1352262;2023-06-23;1;Vente;790000.0;1.0;;VLA BOISSIERE;1075;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FL0068;;;8;;;;;;;;;;1;2.0;Appartement;61.0;2.0;;;;;;2.290656;48.866218
2023-1352262;2023-06-23;1;Vente;790000.0;1.0;;VLA BOISSIERE;1075;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FL0068;;;8;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.290656;48.866218
2023-1352263;2023-07-17;1;Vente;124000.0;10.0;;RUE CHRISTIAN DEWET;2025;75012.0;75112;Paris 12e Arrondissement;75;;;75112000CO0028;;;40K;;;;;;;;;;1;2.0;Appartement;15.0;1.0;;;;;;2.392694;48.846052
2023-1352264;2023-08-02;1;Vente;507080.0;113.0;;RUE DE JAVEL;4843;75015.0;75115;Paris 15e Arrondissement;75;;;75115000EJ0005;;;13;48.09;14;;26.0;;;;;;3;3.0;Dépendance;;0.0;;;;;;2.287139;48.843666
2023-1352264;2023-08-02;1;Vente;507080.0;113.0;;RUE DE JAVEL;4843;75015.0;75115;Paris 15e Arrondissement;75;;;75115000EJ0005;;;13;48.09;14;;26.0;;;;;;3;2.0;Appartement;52.0;3.0;;;;;;2.287139;48.843666
2023-1352265;2023-07-31;1;Vente;1170000.0;56.0;;RUE DE BOULAINVILLIERS;1154;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CI0109;;;169;;292;92.09;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.275365;48.857362
2023-1352265;2023-07-31;1;Vente;1170000.0;56.0;;RUE DE BOULAINVILLIERS;1154;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CI0109;;;169;;292;92.09;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.275365;48.857362
2023-1352265;2023-07-31;1;Vente;1170000.0;56.0;;RUE DE BOULAINVILLIERS;1154;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CI0109;;;169;;292;92.09;;;;;;;2;2.0;Appartement;92.0;3.0;;;;;;2.275365;48.857362
2023-1352266;2023-07-20;1;Vente;100000.0;94.0;;RUE DE L ASSOMPTION;0503;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CP0051;;;446;9.59;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.265509;48.85598
2023-1352267;2023-07-25;1;Vente;2060200.0;6.0;;RUE GUY DE MAUPASSANT;4436;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DI0087;;;29;152.26;30;;33.0;;34.0;;35.0;;6;3.0;Dépendance;;0.0;;;;;;2.2734;48.863025
2023-1352267;2023-07-25;1;Vente;2060200.0;6.0;;RUE GUY DE MAUPASSANT;4436;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DI0087;;;31;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.2734;48.863025
2023-1352267;2023-07-25;1;Vente;2060200.0;6.0;;RUE GUY DE MAUPASSANT;4436;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DI0087;;;29;152.26;30;;33.0;;34.0;;35.0;;6;3.0;Dépendance;;0.0;;;;;;2.2734;48.863025
